dw.dat auto written
1 2
1985  2020
0  7
1
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.262  	0.391  	0.531  	0.469  	0.469  	0.469  	0.469
0.082  	0.155  	0.333  	0.363  	0.352  	0.352  	0.352  	0.352
0.082  	0.297  	0.371  	0.487  	0.962  	0.962  	0.962  	0.962
0.082  	0.221  	0.405  	0.649  	0.789  	0.789  	0.789  	0.789
0.082  	0.239  	0.268  	0.719  	1.336  	1.336  	1.336  	1.336
0.082  	0.249  	0.321  	0.436  	0.65  	1.861  	1.861  	1.861
0.082  	0.282  	0.488  	1.279  	1.576  	2.505  	2.505  	2.505
